               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 148,            0.027546,            0.010232,            0.003732,             0.99097,                   1,               0.995,             0.78593,            0.021483,           0.0060583,           0.0034081,           0.0027235,           0.0027235,           0.0027235
                 149,            0.025726,           0.0089206,            0.004101,             0.99153,                   1,               0.995,             0.70404,            0.020507,           0.0060053,           0.0034061,            0.002674,            0.002674,            0.002674
                 150,            0.026311,           0.0092735,           0.0035316,             0.98999,                   1,               0.995,             0.70381,            0.026729,           0.0062262,            0.003352,           0.0026245,           0.0026245,           0.0026245
                 151,            0.031818,           0.0090969,           0.0037599,              0.9923,                   1,               0.995,             0.72922,            0.023042,           0.0060627,           0.0033435,            0.002575,            0.002575,            0.002575
                 152,            0.025732,           0.0089913,           0.0038593,              0.9923,                   1,               0.995,             0.72922,            0.023042,           0.0060627,           0.0033435,           0.0025255,           0.0025255,           0.0025255
                 153,            0.025881,           0.0086151,           0.0038305,             0.99228,                   1,               0.995,             0.77455,            0.020238,           0.0059527,           0.0033086,            0.002476,            0.002476,            0.002476
                 154,            0.027164,            0.008247,           0.0036925,             0.98935,                   1,               0.995,             0.75623,            0.028994,           0.0059884,           0.0032632,           0.0024265,           0.0024265,           0.0024265
                 155,            0.033524,            0.010128,           0.0033246,             0.99202,                   1,               0.995,             0.79046,            0.022312,           0.0058061,           0.0032356,            0.002377,            0.002377,            0.002377
                 156,            0.025233,           0.0070583,           0.0032372,             0.99202,                   1,               0.995,             0.79046,            0.022312,           0.0058061,           0.0032356,           0.0023275,           0.0023275,           0.0023275
                 157,            0.023984,           0.0081286,           0.0034346,             0.99223,                   1,               0.995,             0.75628,            0.021699,            0.005794,           0.0031938,            0.002278,            0.002278,            0.002278
                 158,            0.025135,           0.0096652,           0.0034884,             0.99213,                   1,               0.995,             0.75424,            0.021302,           0.0057087,           0.0031583,           0.0022285,           0.0022285,           0.0022285
                 159,            0.025504,           0.0078457,            0.003326,             0.99254,                   1,               0.995,             0.68488,            0.024153,           0.0058374,           0.0031513,            0.002179,            0.002179,            0.002179
                 160,            0.027444,           0.0090615,           0.0032911,             0.99254,                   1,               0.995,             0.68488,            0.024153,           0.0058374,           0.0031513,           0.0021295,           0.0021295,           0.0021295
                 161,            0.026577,           0.0089074,           0.0035914,             0.99186,                   1,               0.995,             0.74676,             0.02203,            0.005741,           0.0031264,             0.00208,             0.00208,             0.00208
                 162,            0.025105,             0.00851,           0.0032199,             0.99131,                   1,               0.995,             0.63201,            0.024822,           0.0059057,           0.0031043,           0.0020305,           0.0020305,           0.0020305
                 163,            0.029946,           0.0078182,           0.0031942,             0.99131,                   1,               0.995,             0.77648,            0.020191,           0.0056993,           0.0031068,            0.001981,            0.001981,            0.001981
                 164,            0.023875,           0.0073335,           0.0035911,             0.99131,                   1,               0.995,             0.77648,            0.020191,           0.0056993,           0.0031068,           0.0019315,           0.0019315,           0.0019315
                 165,            0.021454,           0.0072504,           0.0032937,             0.99089,                   1,               0.995,             0.77066,            0.019368,            0.005685,           0.0030883,            0.001882,            0.001882,            0.001882
                 166,            0.025024,           0.0072639,           0.0034963,             0.99126,                   1,               0.995,             0.63416,            0.024037,           0.0057045,           0.0030557,           0.0018325,           0.0018325,           0.0018325
                 167,            0.024024,            0.007879,             0.00314,             0.98982,                   1,               0.995,             0.77565,            0.020437,           0.0055853,           0.0030261,            0.001783,            0.001783,            0.001783
                 168,            0.022063,           0.0079426,           0.0032456,             0.98982,                   1,               0.995,             0.77565,            0.020437,           0.0055853,           0.0030261,           0.0017335,           0.0017335,           0.0017335
                 169,            0.023891,           0.0073461,           0.0034363,             0.98994,                   1,               0.995,             0.75915,            0.019832,           0.0055317,           0.0029968,            0.001684,            0.001684,            0.001684
                 170,            0.022958,           0.0081755,           0.0033751,             0.98975,                   1,               0.995,              0.7233,            0.021929,           0.0056213,           0.0029715,           0.0016345,           0.0016345,           0.0016345
                 171,            0.027811,           0.0090972,           0.0031099,             0.98933,                   1,               0.995,             0.78409,            0.019484,           0.0055766,           0.0029395,            0.001585,            0.001585,            0.001585
                 172,            0.023391,            0.009054,           0.0031057,             0.98933,                   1,               0.995,             0.78409,            0.019484,           0.0055766,           0.0029395,           0.0015355,           0.0015355,           0.0015355
                 173,            0.022145,           0.0088002,           0.0030875,             0.98886,                   1,               0.995,             0.76619,            0.018981,           0.0055098,           0.0029154,            0.001486,            0.001486,            0.001486
                 174,            0.022075,            0.007673,           0.0032851,             0.98865,                   1,               0.995,             0.74182,            0.021594,           0.0055325,           0.0029088,           0.0014365,           0.0014365,           0.0014365
                 175,            0.026405,           0.0074622,           0.0030015,             0.98874,                   1,               0.995,              0.7636,            0.018929,            0.005476,           0.0028762,            0.001387,            0.001387,            0.001387
                 176,            0.022829,           0.0091712,           0.0031507,             0.98874,                   1,               0.995,              0.7636,            0.018929,            0.005476,           0.0028762,           0.0013375,           0.0013375,           0.0013375
                 177,            0.022787,           0.0075338,           0.0029501,             0.98868,                   1,               0.995,             0.76187,            0.018986,           0.0054757,           0.0028517,            0.001288,            0.001288,            0.001288
                 178,            0.021836,           0.0072222,           0.0030855,             0.98826,                   1,               0.995,             0.77169,            0.020132,           0.0055422,           0.0028368,           0.0012385,           0.0012385,           0.0012385
                 179,            0.024167,            0.009287,           0.0031967,             0.98862,                   1,               0.995,             0.76902,            0.018256,           0.0054768,           0.0028131,            0.001189,            0.001189,            0.001189
                 180,             0.02367,           0.0095517,           0.0030752,             0.98862,                   1,               0.995,             0.76902,            0.018256,           0.0054768,           0.0028131,           0.0011395,           0.0011395,           0.0011395
                 181,             0.01988,           0.0083402,           0.0032258,             0.98869,                   1,               0.995,             0.76731,            0.018668,           0.0054581,           0.0027962,             0.00109,             0.00109,             0.00109
                 182,            0.022576,           0.0086999,           0.0029103,              0.9886,                   1,               0.995,             0.77503,            0.018843,           0.0054373,           0.0027695,           0.0010405,           0.0010405,           0.0010405
                 183,            0.022755,           0.0086121,           0.0032646,             0.98897,                   1,               0.995,              0.7989,            0.017943,            0.005356,           0.0027502,            0.000991,            0.000991,            0.000991
                 184,            0.021166,            0.008732,           0.0031126,             0.98897,                   1,               0.995,              0.7989,            0.017943,            0.005356,           0.0027502,           0.0009415,           0.0009415,           0.0009415
                 185,            0.022393,           0.0084362,            0.002979,             0.98918,                   1,               0.995,             0.76985,            0.019414,           0.0053774,           0.0027373,            0.000892,            0.000892,            0.000892
                 186,            0.021128,           0.0084412,             0.00301,             0.98925,                   1,               0.995,             0.77941,            0.017614,           0.0052931,            0.002708,           0.0008425,           0.0008425,           0.0008425
                 187,            0.020851,           0.0082952,           0.0029746,             0.98936,                   1,               0.995,             0.79787,            0.018289,           0.0052467,           0.0026807,            0.000793,            0.000793,            0.000793
                 188,             0.02089,           0.0079601,           0.0028067,             0.98936,                   1,               0.995,             0.79787,            0.018289,           0.0052467,           0.0026807,           0.0007435,           0.0007435,           0.0007435
                 189,            0.021363,           0.0081366,           0.0028845,             0.98991,                   1,               0.995,             0.80587,            0.017794,           0.0052344,           0.0026693,            0.000694,            0.000694,            0.000694
                 190,            0.020941,           0.0089802,           0.0030033,             0.98984,                   1,               0.995,             0.80415,            0.017191,            0.005231,            0.002657,           0.0006445,           0.0006445,           0.0006445
                 191,            0.019732,           0.0084613,           0.0028256,             0.98925,                   1,               0.995,             0.79609,            0.017242,           0.0052282,            0.002652,            0.000595,            0.000595,            0.000595
                 192,             0.02167,            0.009764,           0.0029801,             0.98925,                   1,               0.995,             0.79609,            0.017242,           0.0052282,            0.002652,           0.0005455,           0.0005455,           0.0005455
                 193,            0.021293,            0.007404,           0.0028935,             0.98972,                   1,               0.995,             0.79609,            0.017357,            0.005243,            0.002643,            0.000496,            0.000496,            0.000496
                 194,            0.020707,           0.0075899,           0.0029133,             0.98966,                   1,               0.995,             0.80036,            0.016873,           0.0052302,           0.0026306,           0.0004465,           0.0004465,           0.0004465
                 195,            0.020147,           0.0081854,           0.0027437,             0.98896,                   1,               0.995,             0.80036,             0.01688,           0.0052183,           0.0026207,            0.000397,            0.000397,            0.000397
                 196,            0.020025,           0.0087539,            0.002964,             0.98896,                   1,               0.995,             0.80036,             0.01688,           0.0052183,           0.0026207,           0.0003475,           0.0003475,           0.0003475
                 197,            0.018915,           0.0077199,            0.002885,             0.98948,                   1,               0.995,             0.80065,              0.0171,           0.0052202,           0.0026078,            0.000298,            0.000298,            0.000298
                 198,            0.021074,           0.0082013,           0.0027854,             0.98955,                   1,               0.995,             0.79506,            0.017123,           0.0052097,           0.0025949,           0.0002485,           0.0002485,           0.0002485
                 199,             0.01721,           0.0071328,           0.0026992,             0.98933,                   1,               0.995,             0.80197,            0.017109,           0.0052005,           0.0025802,            0.000199,            0.000199,            0.000199
